z1,z2,z3,w1,w2,w3,x,y
-2.9538234854006244,-0.3877609228162241,10.764100915580721,-17.757210930567354,-2.1318072253716958,76.70165347372077,38.1961206640477,-90.15413155334693
-0.5231043068844964,-0.8777773064358103,-0.766833055871206,-4.144625825360032,-5.253178420069528,5.618981866568908,2.42569805979618,-10.773460792025805
-0.8665705544254966,0.004529291051558021,4.615657320308941,-5.457495761232108,0.6862430070808612,30.469098103051223,15.057188380658605,-33.24799561167263
0.3490122686280793,0.6973874787119347,-0.12801149773302767,2.1258313906319253,3.2081758629380372,-2.4852963818446123,-1.6362159542947374,6.190856853204158
3.285723713681842,-0.7256676028830206,-14.832092025145519,20.097857679333337,-3.1356799775960384,-99.40785019027955,-49.666800795082786,110.67621716812367
0.6951660176182558,-0.037217858663773945,-2.948050687854053,3.671416133983547,-0.4321230383363556,-17.97752051277062,-8.880903077920308,21.099627896019626
2.7359601593834886,-0.6773622287217693,-12.583403812242857,16.602603028035983,-3.9842800565841467,-82.58052974665583,-41.57749714063371,90.6034589152475
0.5687696953394487,0.20935433018761473,-1.592538932159547,4.146864874217756,1.6345336366160335,-15.049309092350628,-7.27821802828634,18.20782641440123
-0.6298862375727151,-0.5493833839499502,-0.06472773268161902,-4.099689358294102,-2.702565128195882,8.273381604428822,3.6645884546382734,-11.03450109376885
0.3479160781208834,-0.7395105712940526,-3.562465792586277,1.3139700078639716,-2.7540982135141148,-18.612009538665543,-9.631481614544459,19.511540201146083
1.780638599477708,-0.6799666949320253,-8.99467655538711,10.828751575394794,-3.633094937776734,-56.36921237430846,-28.20650994255922,61.259742889174746
1.8295625963212392,0.5033287738455666,-6.904256713010463,10.381377074659289,2.2941787194446164,-47.83236915905004,-24.216502988201015,57.095050215914966
-0.5753373680430791,-0.0967494053303549,2.9831254030822008,-3.8615234949952346,0.01864839445778005,21.37501179124174,10.521922563559894,-25.21367862197108
0.25318369569929894,-0.4284217300000358,-2.142396175710917,1.9807706450470364,-1.6362323247506563,-14.125775004752022,-6.740379555896708,14.443572898702902
-1.4292668796711452,0.26140450254721065,6.837274896394461,-7.637151640338531,1.383737705993379,44.64407749705954,22.526111538163626,-49.42999930263578
0.8246686246914298,-0.41451621746765044,-5.124987845956826,4.4476666899778365,-0.4049469924341802,-29.501198387041203,-14.822036009224629,34.73391548287191
1.5533546990558944,1.1265178936857032,-2.488556354093659,8.951418324327658,5.49230907226834,-28.469479268383218,-14.274625529386395,36.10233764810038
0.03979945411601616,-0.9738661536932566,-2.5360440477623065,0.018862243491687303,-5.504062386950792,-9.742358427984827,-5.198211362205794,6.01137214738911
-0.6673840543601282,-0.1869715128172817,2.2354057930575904,-4.278208352923483,-1.4361350843767662,17.81952505422332,8.834248150279791,-22.582638376914087
0.36013095127756267,-1.4047652216670008,-5.659505249371635,3.127431964571393,-7.161195853014617,-29.597145956989543,-14.481393466352674,28.40419078145807
0.417459031363166,-0.34687439189009384,-3.1572533635721536,2.239470273335103,-0.9749844567046437,-17.895948232948236,-8.811642205042562,20.217411906156563
0.0811438318496202,-1.67963549770663,-5.471585279410034,0.29298703383465663,-8.49134941960649,-23.904225871807665,-12.137878870721032,21.077298325597003
0.17871512433595294,0.7463165225591263,1.268074313203927,1.8803794826031304,4.5146086619787,-0.40409708867776584,0.2536053542428035,4.495932839232408
-0.17381485046937092,0.7665037670055789,3.280768521590563,-0.754550947046575,4.049731392716956,15.00093220308555,7.853305824965636,-14.155522209591568
0.995954928226406,0.7841701737244763,-2.0562471542908964,6.468679185833057,4.46253551680264,-22.228397112533962,-11.021034844651286,28.861220846659972
0.736227445165127,0.028872480174467825,-2.5759669793853255,3.964308234479566,0.3379467141857413,-19.486075385079822,-9.974716511798961,21.701299282794018
-0.9831031471441493,-0.879870404710092,0.8733085930814927,-6.163708724452764,-4.209728020239491,14.656778027596042,7.382576036731598,-18.92784610633385
-1.0105906031585947,-0.8003406320359496,1.510164239446521,-6.583402797791049,-3.6253478596267104,19.3492825832635,9.559408132764522,-24.566773591718164
-0.254374417026562,1.5301720552205211,5.91603603227422,-1.125615729141464,7.367506035059733,25.158561895403988,12.57807721007403,-24.115529936474562
0.7368371241051792,1.4356771037997966,1.0077844549856514,5.033644348522797,6.900528746725239,-6.3864139998341445,-3.1579939779060924,12.383086613257467
0.14805741389081464,0.12255515695077152,0.1007040597778569,0.5884572987541314,0.7875492778361548,-1.8994448448989807,-0.7862757815213196,3.5864458691274614
-0.6431504101226553,-0.5156340340803272,1.3021966170853236,-4.0410231221880695,-1.6076144326486248,14.720489424769877,7.150288304556455,-16.562700879618877
0.26151859672583017,1.3686234226985106,2.9243205445037392,1.408866547835652,6.072740500859062,8.74326465127102,4.685199296571118,-6.080044482719531
-0.330810519522272,-0.6945031613848099,-0.17937580538744713,-2.75847511377272,-4.487108616644063,6.900578030319266,3.508703286262101,-10.620625037565578
0.8804864602241314,0.22884920809590747,-2.7965060456202457,4.9460077224649615,1.012374122365231,-20.886696255000693,-10.729880462007028,24.863442150454762
0.3330584350670474,1.3519573053984584,3.274776439219861,2.384983717784085,7.275210067239164,7.662136197335454,4.022129573036004,-3.167906477192756
-0.3152781874521438,-0.8363384996646277,-0.3511702867467188,-2.32937837693541,-4.156004455483048,3.6594089554463927,2.2187888152129474,-7.325884969722771
0.23151877204646154,0.8292235856371121,1.4409451578748345,1.4356035633812634,3.561453004778038,2.22516811153964,1.641790944966532,0.20278217940420795
1.3150480595242016,0.5205607958438698,-3.376032358551498,7.236278869913131,2.642350727652543,-28.585056551258678,-14.459096927117345,35.264092261752104
-0.5696300765463775,-0.03951654223156102,1.8411867168293894,-3.489780914842699,-1.0640693175993845,15.267537821721298,7.450365007913288,-19.047378726614824
0.40265698164716096,-0.9934335991331157,-5.10733592874209,2.1342813125899616,-4.652709465228491,-24.47349255314624,-12.150688721417634,25.108306004318486
-0.07046034046599581,-0.7244397601032758,-1.9892077471390586,-1.0335977846878586,-3.7767528087429247,-8.318945485261443,-3.8417156536531287,5.946644325016887
